recency,frequency,monetary,normalized_recency,normalized_frequency,normalized_monetary,fcm_cluster,k_means_cluster,Cluster_name
212,4,12000,3,3,4,3,4,Loyal Customer
125,3,4736,4,2,2,2,0,Potential Loyalist
245,3,4344,3,2,2,4,2,About to Sleep
97,4,4827,4,3,2,2,0,Potential Loyalist
62,4,5980,5,3,2,0,3,Champions
61,1,1293,5,1,1,2,0,Potential Loyalist
204,2,2304,3,1,1,1,1,Hibernating
691,2,10825,1,1,4,4,2,About to Sleep
321,5,10541,2,4,4,2,0,Potential Loyalist
452,3,6427,2,2,2,4,2,About to Sleep
480,4,10758,1,3,4,4,2,About to Sleep
433,3,2602,2,2,1,1,1,Hibernating
135,5,11937,4,4,4,3,3,Champions
249,3,4333,3,2,2,4,2,About to Sleep
408,4,9800,2,3,4,2,0,About to Sleep
120,5,10056,4,4,4,3,3,Champions
53,7,11934,5,5,4,0,3,Champions
20,4,7850,5,3,3,0,3,Champions
13,4,12816,5,3,4,0,3,Champions
108,2,1480,4,1,1,4,2,About to Sleep
137,4,4031,4,3,2,2,0,Potential Loyalist
224,5,8652,3,4,3,2,0,Potential Loyalist
277,2,1126,2,1,1,1,1,Hibernating
808,3,6511,1,2,2,1,1,Hibernating
207,6,8947,3,5,3,2,0,Potential Loyalist
505,6,17509,1,5,5,2,0,Potential Loyalist
364,2,6073,2,1,2,4,2,Hibernating
114,5,12352,4,4,4,3,3,Champions
774,1,2190,1,1,1,1,1,Hibernating
574,3,8805,1,2,3,4,2,About to Sleep
48,3,5408,5,2,2,3,3,Champions
570,4,16732,1,3,5,4,2,About to Sleep
511,3,7556,1,2,3,4,2,About to Sleep
103,4,7616,4,3,3,3,0,Potential Loyalist
1038,1,832,1,1,1,1,1,Hibernating
19,7,14855,5,5,5,0,3,Champions
550,3,8520,1,2,3,4,2,About to Sleep
143,4,6278,4,3,2,2,0,Potential Loyalist
276,4,10248,2,3,4,2,0,About to Sleep
28,5,8236,5,4,3,0,3,Champions
217,4,7556,3,3,3,2,0,Potential Loyalist
168,3,8231,3,2,3,2,2,About to Sleep
66,4,7414,4,3,3,3,0,Potential Loyalist
191,4,6828,3,3,3,2,0,Potential Loyalist
162,5,12163,3,4,4,3,0,Potential Loyalist
49,3,17278,5,2,5,0,4,Loyal Customer
0,4,12809,5,3,4,0,3,Champions
612,4,4385,1,3,2,4,2,About to Sleep
28,5,7774,5,4,3,0,3,Champions
11,4,5375,5,3,2,0,3,Champions
221,6,8217,3,5,3,2,0,Potential Loyalist
198,3,4055,3,2,2,4,2,About to Sleep
370,3,10537,2,2,4,4,2,About to Sleep
163,5,9542,3,4,3,2,0,Potential Loyalist
673,2,6452,1,1,2,1,1,Hibernating
245,1,3492,3,1,1,1,1,Hibernating
95,10,12182,4,5,4,0,3,Champions
68,4,4683,4,3,2,2,0,Potential Loyalist
24,4,9165,5,3,3,0,3,Champions
157,4,10348,3,3,4,3,4,Loyal Customer
799,4,4454,1,3,2,4,2,About to Sleep
64,5,7875,5,4,3,0,3,Champions
266,2,3972,3,1,2,4,2,About to Sleep
193,5,16858,3,4,5,3,4,Loyal Customer
531,2,8264,1,1,3,4,2,About to Sleep
42,6,9317,5,5,3,0,3,Champions
295,3,7745,2,2,3,4,2,About to Sleep
106,7,16324,4,5,5,0,3,Champions
373,3,6879,2,2,3,4,2,About to Sleep
485,1,355,1,1,1,1,1,Hibernating
54,4,10811,5,3,4,0,3,Champions
91,6,19474,4,5,5,0,3,Champions
196,4,14055,3,3,5,3,4,Loyal Customer
15,6,18221,5,5,5,0,3,Champions
304,2,6751,2,1,3,4,2,About to Sleep
955,2,7159,1,1,3,4,2,About to Sleep
613,1,2655,1,1,1,1,1,Hibernating
64,8,17992,5,5,5,0,3,Champions
83,3,12824,4,2,4,3,4,Loyal Customer
175,1,943,3,1,1,1,1,Hibernating
512,2,3500,1,1,1,1,1,Hibernating
324,3,9129,2,2,3,4,2,About to Sleep
110,6,23758,4,5,5,0,3,Champions
48,5,8970,5,4,3,0,3,Champions
104,3,1948,4,2,1,2,0,Potential Loyalist
570,1,2080,1,1,1,1,1,Hibernating
66,4,13871,4,3,5,3,4,Loyal Customer
365,4,3740,2,3,1,4,1,Hibernating
679,3,16007,1,2,5,4,2,About to Sleep
352,4,7755,2,3,3,2,0,About to Sleep
182,3,6973,3,2,3,2,2,About to Sleep
89,3,4197,4,2,2,2,0,Potential Loyalist
400,2,8828,2,1,3,4,2,About to Sleep
466,4,3028,1,3,1,1,1,Hibernating
66,7,21448,4,5,5,0,3,Champions
390,5,17461,2,4,5,2,0,Loyal Customer
150,6,16994,3,5,5,3,3,Champions
23,2,1212,5,1,1,2,0,Potential Loyalist
141,5,19107,4,4,5,3,3,Champions
607,2,5207,1,1,2,1,1,Hibernating
39,7,25650,5,5,5,0,3,Champions
14,2,6046,5,1,2,3,4,Loyal Customer
247,3,7140,3,2,3,2,2,About to Sleep
157,4,14615,3,3,5,3,4,Loyal Customer
636,1,1184,1,1,1,1,1,Hibernating
49,4,11759,5,3,4,0,3,Champions
121,5,17705,4,4,5,3,3,Champions
66,4,7165,4,3,3,3,0,Potential Loyalist
34,3,2868,5,2,1,3,0,Potential Loyalist
182,2,7372,3,1,3,4,2,About to Sleep
318,2,1776,2,1,1,1,1,Hibernating
158,3,9723,3,2,4,2,4,Loyal Customer
226,4,4242,3,3,2,2,0,Potential Loyalist
1020,5,13831,1,4,5,2,0,About to Sleep
232,3,5806,3,2,2,4,2,About to Sleep
20,6,21955,5,5,5,0,3,Champions
819,2,5612,1,1,2,1,1,Hibernating
776,2,7360,1,1,3,4,2,About to Sleep
454,1,7175,2,1,3,4,2,About to Sleep
279,1,4338,2,1,2,4,2,Hibernating
48,4,8404,5,3,3,0,3,Champions
1023,1,6310,1,1,2,1,1,Hibernating
194,3,4191,3,2,2,4,2,About to Sleep
35,2,5041,5,1,2,3,4,Loyal Customer
342,2,1076,2,1,1,1,1,Hibernating
121,1,894,4,1,1,4,2,About to Sleep
75,3,5800,4,2,2,2,0,Potential Loyalist
552,2,1494,1,1,1,1,1,Hibernating
64,2,1222,5,1,1,2,0,Potential Loyalist
397,3,9042,2,2,3,4,2,About to Sleep
250,5,10386,3,4,4,3,0,Potential Loyalist
94,5,16066,4,4,5,3,3,Champions
548,1,3496,1,1,1,1,1,Hibernating
51,6,7872,5,5,3,0,3,Champions
625,5,7790,1,4,3,2,0,About to Sleep
311,4,7388,2,3,3,2,0,About to Sleep
77,8,14593,4,5,5,0,3,Champions
738,6,11989,1,5,4,2,0,Potential Loyalist
287,3,6087,2,2,2,4,2,About to Sleep
655,6,9730,1,5,4,2,0,Potential Loyalist
310,1,480,2,1,1,1,1,Hibernating
235,5,18006,3,4,5,3,4,Loyal Customer
542,3,3263,1,2,1,1,1,Hibernating
1117,1,1616,1,1,1,1,1,Hibernating
145,6,12774,4,5,4,0,3,Champions
168,4,17953,3,3,5,3,4,Loyal Customer
36,3,5973,5,2,2,3,3,Champions
375,5,16216,2,4,5,2,0,Loyal Customer
328,5,12574,2,4,4,2,0,Potential Loyalist
23,1,5950,5,1,2,3,4,Loyal Customer
128,2,4718,4,1,2,4,2,About to Sleep
23,3,8927,5,2,3,0,4,Loyal Customer
133,8,15903,4,5,5,0,3,Champions
217,2,2753,3,1,1,1,1,Hibernating
85,6,11941,4,5,4,0,3,Champions
358,6,10275,2,5,4,2,0,Potential Loyalist
205,3,5874,3,2,2,4,2,About to Sleep
85,4,4367,4,3,2,2,0,Potential Loyalist
37,4,6251,5,3,2,0,3,Champions
12,6,14113,5,5,5,0,3,Champions
36,1,1905,5,1,1,2,0,Potential Loyalist
50,2,3059,5,1,1,2,0,Potential Loyalist
576,3,8465,1,2,3,4,2,About to Sleep
315,2,2736,2,1,1,1,1,Hibernating
175,2,552,3,1,1,1,1,Hibernating
430,8,18450,2,5,5,3,0,Potential Loyalist
35,5,8145,5,4,3,0,3,Champions
41,5,9509,5,4,3,0,3,Champions
343,4,12880,2,3,4,2,0,About to Sleep
954,3,7799,1,2,3,4,2,About to Sleep
546,2,3792,1,1,1,1,1,Hibernating
376,5,18701,2,4,5,2,0,Loyal Customer
627,2,3613,1,1,1,1,1,Hibernating
279,4,9380,2,3,3,2,0,About to Sleep
610,1,1635,1,1,1,1,1,Hibernating
123,4,10547,4,3,4,3,4,Loyal Customer
657,1,5820,1,1,2,1,1,Hibernating
58,3,9052,5,2,3,0,4,Loyal Customer
227,4,9464,3,3,3,2,0,Potential Loyalist
129,5,6814,4,4,3,3,3,Champions
398,3,14553,2,2,5,4,4,Loyal Customer
614,1,1440,1,1,1,1,1,Hibernating
148,5,16319,4,4,5,3,3,Champions
118,7,13529,4,5,4,0,3,Champions
129,3,3446,4,2,1,2,0,Potential Loyalist
61,4,18001,5,3,5,0,4,Champions
283,3,4747,2,2,2,4,2,About to Sleep
240,3,8931,3,2,3,2,2,About to Sleep
121,7,14985,4,5,5,0,3,Champions
38,5,8782,5,4,3,0,3,Champions
103,2,4854,4,1,2,4,2,About to Sleep
366,3,17456,2,2,5,4,4,Loyal Customer
102,3,7448,4,2,3,3,4,Loyal Customer
65,5,23513,4,4,5,3,3,Champions
139,8,17107,4,5,5,0,3,Champions
276,2,4046,2,1,2,4,2,Hibernating
262,3,3227,3,2,1,4,2,About to Sleep
25,6,13502,5,5,4,0,3,Champions
303,5,21321,2,4,5,2,0,Loyal Customer
167,2,4697,3,1,2,4,2,About to Sleep
234,2,2860,3,1,1,1,1,Hibernating
26,3,5868,5,2,2,3,3,Champions
288,1,780,2,1,1,1,1,Hibernating
802,5,10918,1,4,4,2,0,About to Sleep
1027,2,3519,1,1,1,1,1,Hibernating
84,3,2402,4,2,1,2,0,Potential Loyalist
57,6,14455,5,5,5,0,3,Champions
872,3,7429,1,2,3,4,2,About to Sleep
539,3,9297,1,2,3,4,2,About to Sleep
147,4,13985,4,3,5,3,4,Loyal Customer
67,7,22800,4,5,5,0,3,Champions
507,3,8991,1,2,3,4,2,About to Sleep
349,3,5306,2,2,2,4,2,About to Sleep
650,5,13900,1,4,5,2,0,About to Sleep
91,5,11080,4,4,4,3,3,Champions
115,2,6874,4,1,3,2,4,Loyal Customer
491,2,7325,1,1,3,4,2,About to Sleep
34,1,1674,5,1,1,2,0,Potential Loyalist
39,7,26065,5,5,5,0,3,Champions
533,1,674,1,1,1,1,1,Hibernating
96,4,14258,4,3,5,3,4,Loyal Customer
53,8,14177,5,5,5,0,3,Champions
172,4,5972,3,3,2,2,0,Potential Loyalist
27,5,13872,5,4,5,0,3,Champions
840,1,3040,1,1,1,1,1,Hibernating
242,3,7032,3,2,3,2,2,About to Sleep
207,4,11464,3,3,4,3,4,Loyal Customer
210,4,8355,3,3,3,2,0,Potential Loyalist
264,4,5082,3,3,2,2,0,Potential Loyalist
390,2,1476,2,1,1,1,1,Hibernating
250,2,11422,3,1,4,4,4,Loyal Customer
699,5,11329,1,4,4,2,0,About to Sleep
132,5,11638,4,4,4,3,3,Champions
41,5,14313,5,4,5,0,3,Champions
20,6,11950,5,5,4,0,3,Champions
275,3,5019,2,2,2,4,2,About to Sleep
382,5,12381,2,4,4,2,0,Potential Loyalist
20,3,5603,5,2,2,3,3,Champions
110,1,4488,4,1,2,4,2,About to Sleep
5,2,3560,5,1,1,2,0,Potential Loyalist
27,4,9307,5,3,3,0,3,Champions
36,4,11452,5,3,4,0,3,Champions
228,3,7789,3,2,3,2,2,About to Sleep
17,3,6092,5,2,2,3,3,Champions
208,5,7668,3,4,3,2,0,Potential Loyalist
349,4,5751,2,3,2,4,2,About to Sleep
297,4,4694,2,3,2,4,2,About to Sleep
129,2,5544,4,1,2,4,2,About to Sleep
129,2,6052,4,1,2,4,2,About to Sleep
683,1,1446,1,1,1,1,1,Hibernating
231,2,3488,3,1,1,1,1,Hibernating
206,6,15686,3,5,5,3,3,Champions
185,5,9026,3,4,3,2,0,Potential Loyalist
421,4,10077,2,3,4,2,0,About to Sleep
53,2,7868,5,1,3,3,4,Loyal Customer
494,3,5414,1,2,2,1,1,Hibernating
6,9,23757,5,5,5,0,3,Champions
214,5,10758,3,4,4,3,0,Potential Loyalist
132,6,11208,4,5,4,0,3,Champions
847,2,4526,1,1,2,1,1,Hibernating
84,4,9234,4,3,3,3,0,Potential Loyalist
162,6,10769,3,5,4,3,0,Potential Loyalist
79,4,10008,4,3,4,3,4,Loyal Customer
1056,1,3492,1,1,1,1,1,Hibernating
378,4,11623,2,3,4,2,0,About to Sleep
405,3,10413,2,2,4,4,2,About to Sleep
169,4,2747,3,3,1,2,0,Potential Loyalist
42,5,9383,5,4,3,0,3,Champions
87,5,8279,4,4,3,3,3,Champions
234,7,16055,3,5,5,3,3,Champions
64,2,3144,5,1,1,2,0,Potential Loyalist
43,6,23111,5,5,5,0,3,Champions
10,4,12131,5,3,4,0,3,Champions
23,2,6630,5,1,2,3,4,Loyal Customer
8,6,9210,5,5,3,0,3,Champions
10,2,6354,5,1,2,3,4,Loyal Customer
345,2,2920,2,1,1,1,1,Hibernating
70,3,10251,4,2,4,3,4,Loyal Customer
124,6,15001,4,5,5,0,3,Champions
573,5,16868,1,4,5,2,0,About to Sleep
188,8,22539,3,5,5,3,3,Champions
199,2,10669,3,1,4,4,4,Loyal Customer
1037,2,5010,1,1,2,1,1,Hibernating
228,2,5807,3,1,2,4,2,About to Sleep
343,2,4212,2,1,2,4,2,Hibernating
431,5,8448,2,4,3,2,0,Potential Loyalist
404,3,8122,2,2,3,4,2,About to Sleep
1,4,11211,5,3,4,0,3,Champions
216,5,11673,3,4,4,3,0,Potential Loyalist
424,3,6564,2,2,2,4,2,About to Sleep
132,5,10024,4,4,4,3,3,Champions
6,5,8453,5,4,3,0,3,Champions
164,5,13699,3,4,5,3,4,Loyal Customer
3,5,13087,5,4,4,0,3,Champions
186,4,14745,3,3,5,3,4,Loyal Customer
184,4,4676,3,3,2,2,0,Potential Loyalist
274,2,6655,2,1,2,4,2,Hibernating
195,4,3751,3,3,1,2,0,Potential Loyalist
55,5,13398,5,4,4,0,3,Champions
119,7,13672,4,5,5,0,3,Champions
64,2,7639,5,1,3,3,4,Loyal Customer
355,3,1909,2,2,1,1,1,Hibernating
132,4,3130,4,3,1,2,0,Potential Loyalist
134,3,4094,4,2,2,2,0,Potential Loyalist
469,3,4463,1,2,2,1,1,Hibernating
28,7,14832,5,5,5,0,3,Champions
570,1,2084,1,1,1,1,1,Hibernating
125,3,10195,4,2,4,3,4,Loyal Customer
190,5,4045,3,4,2,2,0,Potential Loyalist
140,6,16189,4,5,5,0,3,Champions
39,5,6901,5,4,3,0,3,Champions
253,4,13207,3,3,4,3,4,Loyal Customer
738,1,5196,1,1,2,1,1,Hibernating
18,3,2912,5,2,1,3,0,Potential Loyalist
425,2,2868,2,1,1,1,1,Hibernating
347,3,12258,2,2,4,4,2,About to Sleep
462,1,3882,1,1,1,1,1,Hibernating
39,6,11050,5,5,4,0,3,Champions
71,1,2520,4,1,1,4,2,About to Sleep
18,3,3835,5,2,1,3,0,Potential Loyalist
405,2,7359,2,1,3,4,2,About to Sleep
142,2,2706,4,1,1,4,2,About to Sleep
59,5,16571,5,4,5,0,3,Champions
335,5,14378,2,4,5,2,0,Loyal Customer
723,5,8984,1,4,3,2,0,About to Sleep
261,4,15419,3,3,5,3,4,Loyal Customer
184,2,4476,3,1,2,4,2,About to Sleep
250,2,1109,3,1,1,1,1,Hibernating
63,5,15888,5,4,5,0,3,Champions
292,2,1980,2,1,1,1,1,Hibernating
197,1,4840,3,1,2,4,2,About to Sleep
574,2,3457,1,1,1,1,1,Hibernating
296,3,3968,2,2,2,4,2,About to Sleep
163,5,11058,3,4,4,3,0,Potential Loyalist
625,2,4136,1,1,2,1,1,Hibernating
308,2,2164,2,1,1,1,1,Hibernating
181,5,4984,3,4,2,2,0,Potential Loyalist
192,5,11590,3,4,4,3,0,Potential Loyalist
52,4,10467,5,3,4,0,3,Champions
116,3,6778,4,2,3,3,4,Loyal Customer
79,3,4833,4,2,2,2,0,Potential Loyalist
356,3,12378,2,2,4,4,2,About to Sleep
500,7,11371,1,5,4,2,0,Potential Loyalist
919,1,1197,1,1,1,1,1,Hibernating
23,6,24076,5,5,5,0,3,Champions
687,2,1363,1,1,1,1,1,Hibernating
194,4,7218,3,3,3,2,0,Potential Loyalist
135,3,4356,4,2,2,2,0,Potential Loyalist
119,3,7556,4,2,3,3,4,Loyal Customer
455,6,20954,2,5,5,3,0,Potential Loyalist
200,3,5235,3,2,2,4,2,About to Sleep
354,3,12494,2,2,4,4,2,About to Sleep
683,2,3233,1,1,1,1,1,Hibernating
1,6,17216,5,5,5,0,3,Champions
638,2,8107,1,1,3,4,2,About to Sleep
195,3,7380,3,2,3,2,2,About to Sleep
316,2,3415,2,1,1,1,1,Hibernating
544,3,5595,1,2,2,1,1,Hibernating
98,4,12374,4,3,4,3,4,Loyal Customer
193,4,4622,3,3,2,2,0,Potential Loyalist
437,6,18161,2,5,5,3,0,Potential Loyalist
86,4,13181,4,3,4,3,4,Loyal Customer
192,6,9176,3,5,3,2,0,Potential Loyalist
454,4,12854,2,3,4,2,0,About to Sleep
332,1,343,2,1,1,1,1,Hibernating
386,5,9194,2,4,3,2,0,Potential Loyalist
77,2,3289,4,1,1,4,2,About to Sleep
22,5,11533,5,4,4,0,3,Champions
56,5,11877,5,4,4,0,3,Champions
138,4,5590,4,3,2,2,0,Potential Loyalist
891,2,5288,1,1,2,1,1,Hibernating
325,3,7242,2,2,3,4,2,About to Sleep
15,4,9913,5,3,4,0,3,Champions
474,5,13856,1,4,5,2,0,About to Sleep
288,5,11105,2,4,4,2,0,Potential Loyalist
467,1,359,1,1,1,1,1,Hibernating
305,4,7148,2,3,3,2,0,About to Sleep
55,4,5658,5,3,2,0,3,Champions
108,2,2260,4,1,1,4,2,About to Sleep
170,4,7258,3,3,3,2,0,Potential Loyalist
937,4,3999,1,3,2,4,2,About to Sleep
46,6,11638,5,5,4,0,3,Champions
563,5,13692,1,4,5,2,0,About to Sleep
653,4,5684,1,3,2,4,2,About to Sleep
295,1,920,2,1,1,1,1,Hibernating
332,4,4195,2,3,2,4,2,About to Sleep
121,1,3910,4,1,2,4,2,About to Sleep
277,2,6696,2,1,2,4,2,Hibernating
392,4,7483,2,3,3,2,0,About to Sleep
251,6,14125,3,5,5,3,3,Champions
447,1,1050,2,1,1,1,1,Hibernating
365,4,12964,2,3,4,2,0,About to Sleep
182,4,9220,3,3,3,2,0,Potential Loyalist
387,3,7357,2,2,3,4,2,About to Sleep
348,6,10302,2,5,4,2,0,Potential Loyalist
502,2,1878,1,1,1,1,1,Hibernating
566,3,4232,1,2,2,1,1,Hibernating
487,1,550,1,1,1,1,1,Hibernating
218,5,16451,3,4,5,3,4,Loyal Customer
573,1,3240,1,1,1,1,1,Hibernating
732,6,22050,1,5,5,2,0,Potential Loyalist
181,6,15567,3,5,5,3,3,Champions
279,4,11987,2,3,4,2,0,About to Sleep
377,4,10297,2,3,4,2,0,About to Sleep
357,4,8938,2,3,3,2,0,About to Sleep
203,7,13511,3,5,4,3,0,Potential Loyalist
199,4,6227,3,3,2,2,0,Potential Loyalist
468,3,5520,1,2,2,1,1,Hibernating
287,5,2460,2,4,1,2,0,Potential Loyalist
285,4,10961,2,3,4,2,0,About to Sleep
460,3,7143,1,2,3,4,2,About to Sleep
28,9,21749,5,5,5,0,3,Champions
439,3,3539,2,2,1,1,1,Hibernating
876,1,1895,1,1,1,1,1,Hibernating
413,5,7538,2,4,3,2,0,Potential Loyalist
516,3,11520,1,2,4,4,2,About to Sleep
485,5,14000,1,4,5,2,0,About to Sleep
69,4,6938,4,3,3,3,0,Potential Loyalist
145,3,9610,4,2,3,3,4,Loyal Customer
45,4,12494,5,3,4,0,3,Champions
858,2,4725,1,1,2,1,1,Hibernating
150,5,22230,3,4,5,3,4,Loyal Customer
150,4,15016,3,3,5,3,4,Loyal Customer
356,3,2988,2,2,1,1,1,Hibernating
25,4,8999,5,3,3,0,3,Champions
250,4,7236,3,3,3,2,0,Potential Loyalist
118,4,11958,4,3,4,3,4,Loyal Customer
652,2,6007,1,1,2,1,1,Hibernating
255,3,7226,3,2,3,2,2,About to Sleep
88,5,12658,4,4,4,3,3,Champions
255,3,10322,3,2,4,2,4,Loyal Customer
12,5,13138,5,4,4,0,3,Champions
318,1,4665,2,1,2,4,2,Hibernating
44,3,7024,5,2,3,0,4,Loyal Customer
510,4,6698,1,3,2,4,2,About to Sleep
142,8,23919,4,5,5,0,3,Champions
99,6,12930,4,5,4,0,3,Champions
858,1,292,1,1,1,1,1,Hibernating
338,3,2012,2,2,1,1,1,Hibernating
285,3,4731,2,2,2,4,2,About to Sleep
159,5,11486,3,4,4,3,0,Potential Loyalist
122,3,10705,4,2,4,3,4,Loyal Customer
103,6,12032,4,5,4,0,3,Champions
153,5,16716,3,4,5,3,4,Loyal Customer
444,2,9848,2,1,4,4,2,About to Sleep
153,4,19693,3,3,5,3,4,Loyal Customer
42,2,1804,5,1,1,2,0,Potential Loyalist
82,8,14382,4,5,5,0,3,Champions
1019,2,1998,1,1,1,1,1,Hibernating
317,2,1068,2,1,1,1,1,Hibernating
130,1,1842,4,1,1,4,2,About to Sleep
122,3,4554,4,2,2,2,0,Potential Loyalist
77,4,6351,4,3,2,2,0,Potential Loyalist
107,6,7774,4,5,3,0,3,Champions
414,2,3702,2,1,1,1,1,Hibernating
388,5,7866,2,4,3,2,0,Potential Loyalist
416,5,8367,2,4,3,2,0,Potential Loyalist
325,2,6421,2,1,2,4,2,Hibernating
12,6,15987,5,5,5,0,3,Champions
110,2,6311,4,1,2,4,2,About to Sleep
701,2,4484,1,1,2,1,1,Hibernating
786,1,336,1,1,1,1,1,Hibernating
38,10,23016,5,5,5,0,3,Champions
327,4,9384,2,3,3,2,0,About to Sleep
103,3,12438,4,2,4,3,4,Loyal Customer
153,3,10860,3,2,4,2,4,Loyal Customer
241,6,16298,3,5,5,3,3,Champions
125,8,23400,4,5,5,0,3,Champions
56,4,11918,5,3,4,0,3,Champions
61,5,12019,5,4,4,0,3,Champions
675,2,7502,1,1,3,4,2,About to Sleep
228,5,14849,3,4,5,3,4,Loyal Customer
57,5,14625,5,4,5,0,3,Champions
557,1,3392,1,1,1,1,1,Hibernating
543,4,6594,1,3,2,4,2,About to Sleep
64,3,10484,5,2,4,0,4,Loyal Customer
98,4,18606,4,3,5,3,4,Loyal Customer
995,1,1194,1,1,1,1,1,Hibernating
195,5,21501,3,4,5,3,4,Loyal Customer
548,3,6611,1,2,2,1,1,Hibernating
7,4,3490,5,3,1,0,3,Potential Loyalist
127,5,7301,4,4,3,3,3,Champions
178,6,8874,3,5,3,2,0,Potential Loyalist
249,3,9254,3,2,3,2,2,About to Sleep
521,2,6119,1,1,2,1,1,Hibernating
375,3,2790,2,2,1,1,1,Hibernating
139,3,6132,4,2,2,2,0,Potential Loyalist
106,3,15228,4,2,5,3,4,Loyal Customer
109,5,10433,4,4,4,3,3,Champions
966,1,802,1,1,1,1,1,Hibernating
330,5,15658,2,4,5,2,0,Loyal Customer
311,3,5196,2,2,2,4,2,About to Sleep
29,7,12146,5,5,4,0,3,Champions
255,2,5404,3,1,2,4,2,About to Sleep
933,2,2228,1,1,1,1,1,Hibernating
373,3,5219,2,2,2,4,2,About to Sleep
606,3,2994,1,2,1,1,1,Hibernating
489,3,7628,1,2,3,4,2,About to Sleep
223,4,8716,3,3,3,2,0,Potential Loyalist
356,3,9559,2,2,3,4,2,About to Sleep
104,4,7380,4,3,3,3,0,Potential Loyalist
21,6,19382,5,5,5,0,3,Champions
220,2,2570,3,1,1,1,1,Hibernating
82,5,15509,4,4,5,3,3,Champions
609,2,8816,1,1,3,4,2,About to Sleep
1102,1,3616,1,1,1,1,1,Hibernating
406,7,14696,2,5,5,3,0,Potential Loyalist
907,1,1285,1,1,1,1,1,Hibernating
135,7,14905,4,5,5,0,3,Champions
9,5,10216,5,4,4,0,3,Champions
671,3,10695,1,2,4,4,2,About to Sleep
43,2,4134,5,1,2,3,4,Loyal Customer
338,4,11834,2,3,4,2,0,About to Sleep
854,1,2154,1,1,1,1,1,Hibernating
2,8,12948,5,5,4,0,3,Champions
342,5,8964,2,4,3,2,0,Potential Loyalist
57,4,7903,5,3,3,0,3,Champions
389,3,13024,2,2,4,4,2,About to Sleep
44,4,9659,5,3,4,0,3,Champions
387,3,5330,2,2,2,4,2,About to Sleep
145,4,9123,4,3,3,3,0,Potential Loyalist
115,4,9599,4,3,3,3,0,Potential Loyalist
111,8,16227,4,5,5,0,3,Champions
59,7,12742,5,5,4,0,3,Champions
259,3,3826,3,2,1,4,2,About to Sleep
311,5,7306,2,4,3,2,0,Potential Loyalist
0,5,13867,5,4,5,0,3,Champions
61,3,978,5,2,1,3,0,Potential Loyalist
344,6,10531,2,5,4,2,0,Potential Loyalist
304,4,3365,2,3,1,4,1,Hibernating
36,5,11389,5,4,4,0,3,Champions
116,6,16579,4,5,5,0,3,Champions
0,6,13344,5,5,4,0,3,Champions
1057,1,2515,1,1,1,1,1,Hibernating
647,1,5775,1,1,2,1,1,Hibernating
323,3,5449,2,2,2,4,2,About to Sleep
176,6,20683,3,5,5,3,3,Champions
177,6,22668,3,5,5,3,3,Champions
372,2,2180,2,1,1,1,1,Hibernating
63,2,2806,5,1,1,2,0,Potential Loyalist
28,5,9718,5,4,4,0,3,Champions
173,2,7193,3,1,3,4,2,About to Sleep
32,3,3902,5,2,2,3,3,Champions
570,1,2058,1,1,1,1,1,Hibernating
125,3,8683,4,2,3,3,4,Loyal Customer
161,3,7777,3,2,3,2,2,About to Sleep
348,5,7230,2,4,3,2,0,Potential Loyalist
116,3,2427,4,2,1,2,0,Potential Loyalist
58,5,18331,5,4,5,0,3,Champions
170,4,9109,3,3,3,2,0,Potential Loyalist
300,8,19090,2,5,5,3,0,Potential Loyalist
81,5,14834,4,4,5,3,3,Champions
57,5,10064,5,4,4,0,3,Champions
133,3,4392,4,2,2,2,0,Potential Loyalist
30,6,12986,5,5,4,0,3,Champions
203,4,7328,3,3,3,2,0,Potential Loyalist
427,2,2591,2,1,1,1,1,Hibernating
431,3,3343,2,2,1,1,1,Hibernating
289,1,356,2,1,1,1,1,Hibernating
214,2,3077,3,1,1,1,1,Hibernating
383,5,7430,2,4,3,2,0,Potential Loyalist
272,4,8080,2,3,3,2,0,About to Sleep
46,5,10394,5,4,4,0,3,Champions
29,6,10066,5,5,4,0,3,Champions
415,2,2404,2,1,1,1,1,Hibernating
110,4,9428,4,3,3,3,0,Potential Loyalist
107,2,5916,4,1,2,4,2,About to Sleep
17,7,12424,5,5,4,0,3,Champions
17,6,9616,5,5,3,0,3,Champions
65,6,11445,4,5,4,0,3,Champions
403,2,2566,2,1,1,1,1,Hibernating
119,3,12032,4,2,4,3,4,Loyal Customer
660,2,6221,1,1,2,1,1,Hibernating
464,4,12335,1,3,4,4,2,About to Sleep
176,4,5560,3,3,2,2,0,Potential Loyalist
147,3,4541,4,2,2,2,0,Potential Loyalist
432,2,3776,2,1,1,1,1,Hibernating
638,5,13687,1,4,5,2,0,About to Sleep
248,2,1260,3,1,1,1,1,Hibernating
260,1,1166,3,1,1,1,1,Hibernating
116,7,17084,4,5,5,0,3,Champions
371,6,15018,2,5,5,3,0,Potential Loyalist
739,2,5738,1,1,2,1,1,Hibernating
4,5,12856,5,4,4,0,3,Champions
74,6,11334,4,5,4,0,3,Champions
790,1,765,1,1,1,1,1,Hibernating
85,4,16128,4,3,5,3,4,Loyal Customer
630,3,10674,1,2,4,4,2,About to Sleep
179,4,11019,3,3,4,3,4,Loyal Customer
708,4,7258,1,3,3,4,2,About to Sleep
492,4,11552,1,3,4,4,2,About to Sleep
704,1,1510,1,1,1,1,1,Hibernating
